Index,country,year,rgdpo,labor_stock,capital_stock,Overall Score,Property Rights,Government Integrity,Rule of law,Tax Burden,Government Spending,Government size,Business Freedom,Monetary Freedom,Regulatory efficiency,Trade Freedom,Investment Freedom,Financial Freedom,Market openness
0,Austria,2000,306927.5625,21077.2927193219,1798700.12802414,68.4,90,75,82.5,44.2,25,34.6,70,88.4,79.2,83,70,70,74.3333333333333
1,Austria,2001,299963.125,21178.4883532282,1844588.168745,68.1,90,76,83,44.2,25,34.6,70,89.6,79.8,78,70,70,72.6666666666667
2,Austria,2002,306288.46875,21229.0097908174,1884053.88900711,67.4,90,77,83.5,44.5,18.9,31.7,70,86.4,78.2,79.6,70,70,73.2
3,Austria,2003,313908.28125,21376.1995082566,1926565.35875063,67.6,90,78,84,45.3,18.6,31.95,70,85.1,77.55,81.4,70,70,73.8
4,Austria,2004,326475.03125,21625.9175732117,1968064.2074715,67.6,90,78,84,43.5,21,32.25,70,85.9,77.95,79.8,70,70,73.2666666666667
5,Austria,2005,357373.03125,21652.4587980143,2008218.86724142,68.8,90,80,85,44.4,22.6,33.5,70,87,76.8666666666667,80.2,70,70,73.4
6,Austria,2006,364390.5,21909.1869506809,2048085.53963801,71.1,90,84,87,50.2,23.2,36.7,82,86.4,80.3666666666667,82.4,70,70,74.1333333333333
7,Austria,2007,376847.21875,22288.7447846369,2092176.35357696,71.6,90,87,88.5,50.3,24.7,37.5,81.7,86,79.2666666666667,86.6,70,70,75.5333333333333
8,Austria,2008,390540.625,22735.4854986873,2136226.07970763,71.39519383,90,86,88,51.1939,25.2997,38.2468,80.852644,81.44887387,78.5005059566667,86,70,70,75.3333333333333
9,Austria,2009,373127.28125,22173.198529267,2168643.99117863,71.19790325,90,81,85.5,49.9144,27.0853,38.49985,78.57027391,80.89582325,79.3886990533333,85.8,70,70,75.2666666666667
10,Austria,2010,385229.0625,22405.3201907075,2196889.89518875,71.6,90,81,85.5,51.2,28.8,40,73.6,79.3,77.3333333333333,87.5,75,70,77.5
11,Austria,2011,402328.375,22949.6284211373,2230834.91025592,71.9,90,79,84.5,50.3,28,39.15,72.8,82.9,77.9666666666667,87.6,80,70,79.2
12,Austria,2012,409657.375,22959.4906010764,2263688.80903928,70.3,90,79,84.5,50.5,15.4,32.95,70.3,82.2,76.8666666666667,87.2,80,70,79.0666666666667
13,Austria,2013,404381.125,22903.2875360642,2296465.34955164,71.8,90,78,84,51.1,23.5,37.3,73.6,79.3,77.7666666666667,86.8,85,70,80.6
14,Austria,2014,423224.03125,23025.9796299452,2326715.69476649,72.4,90,75.5,82.75,51,23.5,37.25,76.3,79.5,78.7666666666667,87.8,90,70,82.6
15,Austria,2015,430623.875,22918.2000372323,2358667.2093772,71.2,90,69,79.5,50.1,19.8,34.95,78,80.3,78.3333333333333,88,90,70,82.6666666666667
16,Austria,2016,436191.0625,23411.4604094096,2393751.3766451,71.7,90,72,81,50.7,22.4,36.55,79.4,81.7,77.8666666666667,88,90,70,82.6666666666667
17,Austria,2017,458231.59375,23760.2364855471,2431671.44142666,72.3,86,75.2,81,50.3,19.3,49.7666666666667,76.9,83.4,75.9666666666667,87,90,70,82.3333333333333
18,Austria,2018,470960.75,24393.8645190032,2472045.79428225,71.8,83.5,73.5,79.3,49.9,19.4,50.1333333333333,75.5,83.7,75.3,86.9,90,70,82.3
19,Austria,2019,477705.5,24790.5265356751,2515120.01266807,72,84.2,77.4,77.6333333333333,50.5,24.5,53.5,74.9,81.5,75.0333333333334,86,90,70,82
20,Belgium,2000,346908.875,19474.5135392066,1927589.76939768,63.5,90,54,72,33.1,18.9,26,70,87.9,78.95,77.8,70,70,72.6
21,Belgium,2001,348797.75,19770.7886454032,1979683.42657344,63.8,90,53,71.5,33.2,22,27.6,70,88.3,79.15,78,70,70,72.6666666666667
22,Belgium,2002,358492.6875,20096.5490058917,2021771.06465673,67.6,90,61,75.5,33.7,28,30.85,70,86,78,79.6,90,70,79.8666666666667
23,Belgium,2003,374266.28125,20283.4152481764,2061123.4176485,68.1,90,66,78,33.7,26.8,30.25,70,85.2,77.6,81.4,90,70,80.4666666666667
24,Belgium,2004,383970.3125,20509.9367710475,2109254.36211012,68.7,90,71,80.5,43.1,23.5,33.3,70,81.3,75.65,79.8,90,70,79.9333333333333
25,Belgium,2005,429270.65625,20819.6408913973,2162603.73635528,69,90,76,83,42.1,22,32.05,70,81.8,73.2666666666667,80.2,90,70,80.0666666666667
26,Belgium,2006,417205.4375,21279.5373814245,2215847.49385108,71.8,90,75,82.5,42.8,26.8,34.8,90.7,81.5,80.2,82.4,90,70,80.8
27,Belgium,2007,430014.65625,21694.9845245026,2277191.58130729,72.5,80,74,77,44.1,26.5,35.3,92.6,80.5,81.3,86.6,90,80,85.5333333333334
28,Belgium,2008,467485.40625,21953.3828971987,2338032.14213543,71.65591615,80,73,76.5,43.9499,17.9413,30.9456,93.68466228,80.37312617,81.8859294833333,86,90,80,85.3333333333333
29,Belgium,2009,451867,21672.0523440214,2386059.05740544,72.1258713,80,71,75.5,41.53827999,28.2637,34.900989995,93.17320822,81.03299034,81.5687328533333,85.8,90,80,85.2666666666667
30,Belgium,2010,489332.59375,21902.1039713639,2433252.25928322,70.1,80,73,76.5,42.2,30,36.1,92.9,77.9,79.3,87.5,80,70,79.1666666666667
31,Belgium,2011,487755.40625,22383.8125182873,2486115.39818829,70.2,80,71,75.5,41.8,25,33.4,92.6,82.5,82.0333333333333,87.6,80,70,79.2
32,Belgium,2012,491813.125,22488.6730643229,2538164.34991652,69,80,71,75.5,44.8,12.1,28.45,92.3,81.2,81.6,87.1,80,70,79.0333333333333
33,Belgium,2013,490563.46875,22476.4461918148,2585134.51762781,69.2,80,75,77.5,45,14.5,29.75,91.6,79.3,80.2333333333333,86.8,80,70,78.9333333333333
34,Belgium,2014,493290.53125,22589.3026445988,2638856.14830411,69.9,80,74.2,77.1,44.8,14.8,29.8,89.9,79.5,80.7,87.8,85,70,80.9333333333333
35,Belgium,2015,484155.03125,22747.7659973941,2695900.02677154,68.8,80,75,77.5,43.6,10.2,26.9,90.7,81.7,78.7,88,85,70,81
36,Belgium,2016,492930.46875,23079.2581058958,2756370.00204004,68.4,80,76,78,44.2,11,27.6,85.4,84,76.6333333333333,88,85,70,81
37,Belgium,2017,515603.875,23602.5602735461,2815699.08426709,67.8,83.3,71.5,74.7,44.1,9.6,40,82,84.9,76,87,85,70,80.6666666666667
38,Belgium,2018,507573.0625,24079.7866904949,2877980.40363104,67.5,81.2,70.9,73.8666666666667,44,12.1,41.3333333333333,80.6,82.6,74.2333333333333,86.9,85,70,80.6333333333333
39,Belgium,2019,517419.75,24588.6421927315,2943135.64845003,67.3,81.3,72.5,71.8,47.1,15.2,45.2333333333333,78.1,76.1,71.7333333333333,86,85,70,80.3333333333333
40,Bulgaria,2000,79629.25,14464.0653740074,126384.586380318,47.3,50,29,39.5,67.9,54.4,61.15,55,0,27.5,49.8,70,50,56.6
41,Bulgaria,2001,81448.59375,14059.9256939646,136433.578940867,51.9,50,33,41.5,58.1,67.3,62.7,55,26.2,40.6,57.2,70,50,59.0666666666667
42,Bulgaria,2002,84463.75,14369.4845241893,146420.016179889,57.1,50,35,42.5,68.3,49.6,58.95,55,75.8,65.4,60.2,70,50,60.0666666666667
43,Bulgaria,2003,86977.8515625,14749.8059056612,157524.454916575,57,50,39,44.5,72.4,56.7,64.55,55,77.5,66.25,62.4,50,50,54.1333333333333
44,Bulgaria,2004,90887.03125,15540.3234358324,170669.209036643,59.2,30,40,35,81.1,64.5,72.8,55,78.7,66.85,63.2,50,70,61.0666666666667
45,Bulgaria,2005,100854.5078125,15650.2402235207,189062.477145402,62.3,30,39,34.5,80.3,53.4,66.85,55,83.1,72.8,82,50,70,67.3333333333333
46,Bulgaria,2006,106781.78125,16376.6444416973,209999.369188407,64.1,30,41,35.5,83.2,49.8,66.5,70.5,80.7,77,65.8,70,70,68.6
47,Bulgaria,2007,115264.2734375,17235.8634078775,233669.591459055,62.7,30,40,35,82.4,57.8,70.1,70.3,75.8,75.3,70.8,60,60,63.6
48,Bulgaria,2008,123447.671875,18339.9247855685,264320.465007794,63.74014902,30,40,35,82.7424,55.9933,69.36785,68.37686031,73.70213949,74.2263332666667,86,60,60,68.6666666666667
49,Bulgaria,2009,119096.2421875,17364.1071340462,285886.953959681,64.63055523,30,41,35.5,86.1664,58.7077,72.43705,73.47927664,72.78569909,74.8883252433333,85.8,60,60,68.6
50,Bulgaria,2010,123621.28125,16497.7371648528,300751.183990623,62.3,30,36,33,86.3,48.3,67.3,77.8,69.5,75.1333333333333,87.4,50,60,65.8
51,Bulgaria,2011,122260.4140625,15953.28929084,313690.51690803,64.9,30,38,34,86.9,58.3,72.6,75.8,75.5,77.7666666666667,87.6,55,60,67.5333333333333
52,Bulgaria,2012,125269,15851.5239206739,326425.144184765,64.7,30,36,33,93.6,50.3,71.95,72.7,77.8,78.2333333333333,87.1,55,60,67.3666666666667
53,Bulgaria,2013,119148.2578125,15919.607027548,338820.929623778,65,30,33,31.5,94,64.2,79.1,73.6,78.6,75.6666666666667,86.8,55,60,67.2666666666667
54,Bulgaria,2014,122941.5390625,16222.0013477325,351557.826284088,65.7,30,35.2,32.6,91.2,64.5,77.85,73.5,79.6,77.7666666666667,87.8,55,60,67.6
55,Bulgaria,2015,127390.25,16560.4987436253,364431.512475847,66.8,30,41,35.5,91,64.5,77.75,68.5,83.2,76.1,88,65,60,71
56,Bulgaria,2016,133492.140625,16529.9674930194,374642.209174928,65.9,30,43,36.5,91.1,60.4,75.75,66.9,82.6,73.7,88,65,60,71
57,Bulgaria,2017,139064.671875,17321.6477769008,385293.941747522,67.9,62.5,41.8,47.7333333333333,91,58.4,78.6,66.7,83.3,72.7666666666667,87,70,60,72.3333333333333
58,Bulgaria,2018,143782.765625,17412.2597878058,396766.034077699,68.3,63.6,38.2,48.1,90.9,60.5,81.9,64.3,82.8,71.0666666666667,86.9,70,60,72.3
59,Bulgaria,2019,149432.421875,17929.0817177121,408244.001972782,69,62.5,35.1,46.5,90.2,63.9,84.3,62.7,88,73.0333333333334,86,70,60,72
60,Croatia,2000,59457.61328125,9342.57283420465,332651.531003495,53.6,30,50,40,68.9,41.9,55.4,55,70,62.5,67,50,50,55.6666666666667
61,Croatia,2001,62203.1328125,9542.92659227406,338797.468214405,50.7,30,27,28.5,66.9,33.7,50.3,55,71.7,63.35,71.6,50,50,57.2
62,Croatia,2002,66871.96875,9680.38279343962,346982.683888603,51.1,30,37,33.5,68.3,25,46.65,55,75.7,65.35,68.8,50,50,56.2666666666667
63,Croatia,2003,71193.3125,10004.8526120998,359492.393599961,53.3,30,39,34.5,77.6,28.6,53.1,55,76.3,65.65,72.8,50,50,57.6
64,Croatia,2004,73213.4453125,10176.5972168582,372416.674455611,53.1,30,38,34,67.3,22.9,45.1,55,79.5,67.25,65.4,50,70,61.8
65,Croatia,2005,79473.25,10356.3380756328,385545.68943051,51.9,30,37,33.5,59.3,26.2,42.75,55,81.4,60.2333333333333,65.4,50,70,61.8
66,Croatia,2006,86991.078125,10796.1862916207,400741.54771064,53.6,30,35,32.5,69.6,23.2,46.4,54.5,81.2,60.1,78.4,50,70,66.1333333333333
67,Croatia,2007,94002.2109375,11255.853453067,417043.150429512,53.4,30,34,32,69.9,24.4,47.15,54.2,79.3,59.3333333333333,87.8,50,60,65.9333333333333
68,Croatia,2008,99729.6640625,11615.846044671,435131.734148224,54.11122368,30,34,32,68.7804,27.97,48.3752,58.45458538,78.80924884,60.9212780733333,87.6,50,60,65.8666666666667
69,Croatia,2009,94669.578125,11622.5059215575,446945.620962794,55.13231527,30,41,35.5,68.6744,31.7413,50.20785,59.8611978,79.03486675,60.76535485,87.6,50,60,65.8666666666667
70,Croatia,2010,93659.1328125,11387.0405477368,453872.104901425,59.2,40,44,42,70.3,47.1,58.7,61.5,75.8,59.3666666666667,87.8,65,60,70.9333333333333
71,Croatia,2011,96750.9609375,11060.1299653738,459931.597578587,61.1,40,41,40.5,74.6,50.3,62.45,65.2,78.5,62.6,87.6,70,60,72.5333333333333
72,Croatia,2012,96832.2421875,10690.6133270784,464927.725937254,60.9,40,41,40.5,76.4,45,60.7,63.4,81.4,63.0666666666667,87.5,70,60,72.5
73,Croatia,2013,92100.046875,10447.7578617094,470092.054798277,61.3,40,40,40,75.4,48.7,62.05,63,81.1,62.1666666666667,87.5,75,60,74.1666666666667
74,Croatia,2014,91397.875,10753.2511053719,474340.051227215,60.4,40,41.1,40.55,69.4,45.8,57.6,61.4,79.2,60,87.4,80,60,75.8
75,Croatia,2015,95440.5703125,10666.7773914328,479304.27164598,61.5,40,48,44,74.9,46.5,60.7,55.8,80,59.5333333333333,87.2,80,60,75.7333333333333
76,Croatia,2016,98176.5625,10908.7070765497,485471.684943139,59.1,35,48,41.5,70.8,33.7,52.25,60.3,78.7,60.4666666666667,87.4,75,60,74.1333333333333
77,Croatia,2017,106076,11272.876884799,492371.552276656,59.4,65.5,43.4,55.2333333333333,66.8,31.3,47.6,58.2,80.3,60.6,87.4,75,60,74.1333333333333
78,Croatia,2018,104344.6328125,11586.4985660905,499825.020004285,61,65.9,40.5,54.3,66,32.5,55.2333333333333,58.9,79.1,60.3333333333333,87.4,75,60,74.1333333333333
79,Croatia,2019,107392.0390625,12046.0869407178,508761.865427099,61.4,66,38.6,49.1666666666667,66.4,33.4,61.7333333333333,60.7,78.5,61.0666666666667,86,75,60,73.6666666666667
80,Cyprus,2000,19120.970703125,1315.30424820504,119583.481866172,67.2,70,50,60,71.7,54.4,63.05,85,79.8,82.4,74.4,50,70,64.8
81,Cyprus,2001,19664.859375,1371.66160294621,122205.920162676,71,90,50,70,71.4,58.9,65.15,85,86.2,85.6,77,50,70,65.6666666666667
82,Cyprus,2002,19092.96484375,1389.79274022338,125604.81221669,73,90,70,80,71.2,58.9,65.05,85,83.5,84.25,78.8,50,70,66.2666666666667
83,Cyprus,2003,18078.2265625,1442.75690067619,129101.892241703,73.3,90,70,80,70.7,59.8,65.25,85,85,85,79.4,50,70,66.4666666666667
84,Cyprus,2004,18465.5390625,1481.11477111297,133093.403613519,74.1,90,70,80,81.4,56.2,68.8,85,84.6,84.8,79.4,50,70,66.4666666666667
85,Cyprus,2005,21364.994140625,1519.08752845196,137661.026058196,71.9,90,61,75.5,79,57.4,68.2,85,83,79.3333333333333,73.6,50,70,64.5333333333333
86,Cyprus,2006,22115.47265625,1545.0554907873,143976.940513638,71.8,90,54,72,79.1,48.3,63.7,70,84.4,74.8,82.4,70,70,74.1333333333333
87,Cyprus,2007,23687.322265625,1649.66581565385,150863.183433723,71.7,90,57,73.5,79.4,44.8,62.1,70,84.7,74.9,81.6,70,70,73.8666666666667
88,Cyprus,2008,25492.712890625,1723.9732537836,158437.532404083,71.3116055,90,56,73,78.1664,42.9712,60.5688,70,84.97845497,74.9928183233333,81,70,70,73.6666666666667
89,Cyprus,2009,25696.646484375,1716.45474512092,164014.148389689,70.82559012,90,53,71.5,76.6044,42.1837,59.39405,70,85.66780116,75.2226003866667,80.8,70,70,73.6
90,Cyprus,2010,26422.625,1736.20385162756,169249.393980715,70.9,80,64,72,72.7,44.8,58.75,80.3,82.9,74.9,82.5,70,70,74.1666666666667
91,Cyprus,2011,26344.57421875,1755.72031858924,173075.448043638,73.3,80,66,73,74.6,45.6,60.1,80.1,87.6,79.7,82.6,75,70,75.8666666666667
92,Cyprus,2012,27058.04296875,1703.79659254457,175012.360714963,71.8,70,63,66.5,83.3,37.1,60.2,81.6,85.7,79.0666666666667,82.1,75,70,75.7
93,Cyprus,2013,24262.265625,1589.41660763508,175771.040676994,69,70,63,66.5,79.8,32.7,56.25,80.7,84.1,75.8666666666667,81.8,75,60,72.2666666666667
94,Cyprus,2014,22666.705078125,1573.25457697299,175904.452954091,67.6,70,64,67,79.7,36.2,57.95,79.7,78.8,76.2333333333333,82.8,65,50,65.9333333333333
95,Cyprus,2015,23929.623046875,1617.4637635458,176120.606863435,67.9,70,63,66.5,79.5,36.7,58.1,79.5,82.7,73.9333333333333,88,70,50,69.3333333333333
96,Cyprus,2016,26193.916015625,1719.35342393629,178898.764915747,68.7,70,63,66.5,76.1,47.3,61.7,74.5,85.3,72.6666666666667,88,75,50,71
97,Cyprus,2017,26715.97265625,1795.7658265837,183060.35877575,67.9,75.4,53.6,63.2333333333333,73,48.8,64.9,75.8,83.3,72.5666666666667,87,75,50,70.6666666666667
98,Cyprus,2018,26906.84765625,1863.05290031101,186224.117416641,67.8,71.2,41.3,56.4,75.2,52.9,69.1333333333333,77,83,71.9,86.9,75,60,73.9666666666667
99,Cyprus,2019,28053.96875,1921.95709730632,189541.662423248,68.1,73.1,43.7,54.9666666666667,74.9,55.2,70.1333333333333,76.9,84,73.4666666666667,86,75,60,73.6666666666667
100,Czech Republic,2000,231523.203125,33104.4061387431,1654012.22428371,68.6,70,48,59,58.1,49.6,53.85,85,75,80,72,70,90,77.3333333333333
101,Czech Republic,2001,242380.28125,31807.4760189965,1672610.39595966,70.2,70,46,58,67.5,49.6,58.55,85,81.2,83.1,72.8,70,90,77.6
102,Czech Republic,2002,238087.015625,32054.2420932781,1689330.37090211,66.5,70,43,56.5,66.8,33.7,50.25,70,82.2,76.1,73,70,90,77.6666666666667
103,Czech Republic,2003,249011.453125,31661.1737841049,1705847.45576572,67.5,70,39,54.5,67.2,45.6,56.4,70,81.9,75.95,73.6,70,90,77.8666666666667
104,Czech Republic,2004,256095.25,31856.4116515833,1723964.14228732,67,70,37,53.5,67,40.9,53.95,70,84.6,77.3,73.4,70,90,77.8
105,Czech Republic,2005,279153.0625,32564.0323311354,1744993.66099271,64.6,70,39,54.5,68.2,15.1,41.65,70,88.9,72.2,76.8,70,90,78.9333333333333
106,Czech Republic,2006,285493.875,32756.6921283576,1768065.24067821,66.4,70,42,56,68.8,36.8,52.8,57.8,85.9,68,82.4,70,90,80.8
107,Czech Republic,2007,310792.03125,33199.0279349203,1800368.52096964,67.4,70,43,56.5,69.9,47.1,58.5,61.1,86.3,69.0333333333334,86.6,70,80,78.8666666666667
108,Czech Republic,2008,327105.0625,33999.0023966976,1829545.57756594,68.1465471,70,48,59,71.3264,45.5572,58.4418,64.20435498,80.28453411,70.1962963633333,86,70,80,78.6666666666667
109,Czech Republic,2009,314229.5,33232.4698987009,1845823.69375723,69.35074353,70,52,61,80.1631,42.9712,61.56715,65.10043752,79.71589873,70.8721120833333,85.8,70,80,78.6
110,Czech Republic,2010,318896.5625,33366.3161326088,1861989.62438735,69.8,65,52,58.5,80.1,45.6,62.85,65.5,75.6,72.5,87.5,70,80,79.1666666666667
111,Czech Republic,2011,328852.28125,33452.7185335334,1877538.74975138,70.4,65,49,57,81,44.8,62.9,69.8,80,75.6,87.6,70,80,79.2
112,Czech Republic,2012,327438.34375,33082.2635524719,1888413.99491815,69.9,70,46,58,82,36.8,59.4,67.7,81.5,75.7,87.1,70,80,79.0333333333333
113,Czech Republic,2013,323381.625,32986.911493323,1895938.36253697,70.9,70,44,57,82,43.5,62.75,65.8,81.7,77.6666666666667,86.8,70,80,78.9333333333333
114,Czech Republic,2014,338200.46875,33445.0413635927,1905581.77550181,72.2,70,45.3,57.65,81.7,43.8,62.75,70.1,79.4,77.8333333333333,87.8,80,80,82.6
115,Czech Republic,2015,347158.625,33534.9416138636,1923227.58895943,72.5,75,48,61.5,81.5,40.6,61.05,68.2,81.2,77.4333333333333,88,80,80,82.6666666666667
116,Czech Republic,2016,355307.875,34532.3165039319,1933970.87615714,73.2,75,51,63,82.5,47.3,64.9,66.6,84.1,76.1333333333333,88,80,80,82.6666666666667
117,Czech Republic,2017,378600.09375,35204.6860093691,1948568.35344213,73.3,70.3,55.9,60.7,82.9,45.3,73.4,67.2,85.8,76.9,87,80,80,82.3333333333333
118,Czech Republic,2018,391695.15625,35729.8396761201,1971453.76032829,74.2,73,51.1,60.6666666666667,82.9,48.6,75.9,72.5,85.2,78.1666666666667,86.9,80,80,82.3
119,Czech Republic,2019,401072.21875,36001.9293722019,1993914.88347674,73.7,74.8,52.1,58.1666666666667,82.6,52.1,77.4333333333333,72.4,81.5,77.3333333333333,86,80,80,82
120,Denmark,2000,199781.796875,13336.951212529,1028989.35545278,68.3,90,100,95,30.5,0,15.25,85,91.1,88.05,77.8,70,70,72.6
121,Denmark,2001,199670.375,13543.9031670144,1051836.28987104,68.3,90,100,95,31.6,0,15.8,85,90.3,87.65,78,70,70,72.6666666666667
122,Denmark,2002,199138.921875,13545.3981936843,1071642.40673244,71.1,90,98,94,32.2,5.9,19.05,85,89.6,87.3,79.6,70,90,79.8666666666667
123,Denmark,2003,202979.078125,13431.1656991571,1091316.66058124,73.2,90,95,92.5,32.6,9.9,21.25,100,89.9,94.95,81.4,70,90,80.4666666666667
124,Denmark,2004,213716.546875,13422.2457633071,1112249.01506631,72.4,90,95,92.5,33.6,8.3,20.95,100,85.1,92.55,79.8,70,90,79.9333333333333
125,Denmark,2005,233303.5,13616.1103054242,1135989.80459278,75.3,90,95,92.5,33.9,8.3,21.1,100,85.6,95.1666666666667,80.2,70,90,80.0666666666667
126,Denmark,2006,242721,14034.3609490375,1167772.61457485,75.4,90,95,92.5,35.5,9.3,22.4,94.6,87.2,93.9,82.4,70,90,80.8
127,Denmark,2007,249906.09375,14197.6150806912,1198020.42031589,77,90,95,92.5,34.2,12.8,23.5,94.8,86.8,93.8333333333333,86.6,80,90,85.5333333333334
128,Denmark,2008,265509.15625,14385.6145754464,1223948.92836465,79.22063298,90,95,92.5,35.01506667,19.8133,27.414183335,99.9,86.47796317,95.4593210566667,86,90,90,88.6666666666667
129,Denmark,2009,254246.046875,13861.5806368049,1238445.96097081,79.64977202,95,94,94.5,35.41666667,20.4325,27.924583335,99.9,86.58580841,95.29526947,85.8,90,90,88.6
130,Denmark,2010,271409.96875,13654.3250770961,1248167.59501629,77.9,90,93,91.5,35.9,22,28.95,97.9,79.3,90.3,87.5,90,90,89.1666666666667
131,Denmark,2011,277400.34375,13871.9780534939,1258196.3842786,78.6,90,93,91.5,43.2,19.5,31.35,99.7,81.4,91.0666666666667,87.6,90,90,89.2
132,Denmark,2012,275497.21875,13728.6452172159,1270500.00046465,76.2,90,93,91.5,39.8,0,19.9,99.1,80.7,90.6333333333333,87.1,90,90,89.0333333333334
133,Denmark,2013,270459.78125,13827.6996454985,1283877.01776688,76.1,90,94,92,39.8,5.9,22.85,98.4,80,89.8333333333333,86.8,85,90,87.2666666666667
134,Denmark,2014,271095.53125,13896.2241173075,1298288.83976208,76.1,90,93.7,91.85,39.3,0.5,19.9,98.1,80,89.7666666666667,87.8,90,90,89.2666666666667
135,Denmark,2015,270172.65625,14053.9432444698,1315194.64226683,76.3,95,91,93,39.6,1.8,20.7,97.4,87.6,92.3666666666667,88,90,80,86
136,Denmark,2016,279456.8125,14357.0168142545,1336527.1965475,75.3,95,92,93.5,39.5,2.3,20.9,95.4,84.4,88.6,88,90,80,86
137,Denmark,2017,296195.75,14548.4144442457,1359431.60343719,75.1,86.7,84.9,80.0333333333333,37.2,5.7,46.1,93.9,85.5,88.4,87,90,80,85.6666666666667
138,Denmark,2018,298718.46875,14559.9320509759,1384757.04008349,76.6,84.8,84.1,84.1666666666667,41.4,10.6,49.5666666666667,92.5,86.4,87.2333333333334,86.9,90,80,85.6333333333333
139,Denmark,2019,311838,14767.5687704078,1411021.21124505,76.7,86.2,85.8,83.2666666666667,42,14.4,51.0333333333333,90.7,84.1,87.0666666666667,86,90,80,85.3333333333333
140,Estonia,2000,18203.150390625,3917.9081499991,99976.7286986238,69.9,70,57,63.5,72.5,25,48.75,85,74.9,79.95,85,90,70,81.6666666666667
141,Estonia,2001,19155.50390625,3947.24971314483,102689.259998743,76.1,70,57,63.5,79.6,67.3,73.45,85,80.6,82.8,85,90,70,81.6666666666667
142,Estonia,2002,20390.423828125,3968.1740670371,106667.119706256,77.6,70,57,63.5,80,54.4,67.2,85,87,86,85,90,90,88.3333333333333
143,Estonia,2003,21755.271484375,4079.56718000107,111636.647986857,77.7,70,56,63,80.4,58.3,69.35,85,85.7,85.35,84.2,90,90,88.0666666666667
144,Estonia,2004,22754.521484375,4094.86814099287,116616.469535773,77.4,70,56,63,83.8,55.5,69.65,85,82.1,83.55,84.2,90,90,88.0666666666667
145,Estonia,2005,27508.767578125,4252.7357001796,122856.057902903,75.2,70,55,62.5,82.9,61.6,72.25,85,85.5,72.6333333333333,84.8,90,90,88.2666666666667
146,Estonia,2006,29743.650390625,4474.36712051144,131173.107582154,74.9,70,60,65,83.8,57.4,70.6,81.9,84.7,71.9666666666667,82.4,90,90,87.4666666666667
147,Estonia,2007,33259.4765625,4505.67011377154,140030.706539879,78,90,64,77,84.5,61.8,73.15,79.9,83,70.8666666666667,86.6,90,90,88.8666666666667
